"","lpep_pickup_datetime","lpep_dropoff_datetime","PULocationID","DOLocationID","passenger_count","trip_distance","fare_amount","extra","tip_amount","total_amount","payment_type"
"493555","2017-01-15 11:04:05","2017-01-15 11:27:18",97,113,3,6.09,21.5,0,4.46,26.76,1
"121044","2017-01-04 19:45:59","2017-01-04 19:50:01",41,42,1,1,5,1,2,8.8,1
"139227","2017-01-05 11:48:29","2017-01-05 11:58:03",66,33,1,1.2,7.5,0,1.65,9.95,1
"219271","2017-01-07 14:07:54","2017-01-07 14:26:08",181,25,1,2.48,13,0,2.76,16.56,1
"177726","2017-01-06 14:52:34","2017-01-06 14:55:51",264,264,1,0,1.3,0,0,1.6,2
"589323","2017-01-18 15:55:59","2017-01-18 16:27:57",244,141,1,7.4,28.5,1,9.05,39.35,1
"649726","2017-01-20 10:25:42","2017-01-20 10:32:06",83,82,1,1.44,6.5,0,0,7.3,2
"621719","2017-01-19 15:43:59","2017-01-19 15:50:39",25,25,3,0.7,6,1,0,7.8,2
"101577","2017-01-04 08:05:41","2017-01-04 08:15:16",260,129,1,1.6,8,0,0,8.8,2
"305978","2017-01-10 09:37:47","2017-01-10 09:47:18",56,129,1,1.55,8.5,0,0,9.3,2
"207779","2017-01-07 03:20:10","2017-01-07 03:28:44",166,238,1,2.03,8.5,0.5,0,9.8,2
"707762","2017-01-21 19:29:42","2017-01-21 19:49:33",181,144,1,4.17,16.5,0,3.46,20.76,1
"453695","2017-01-14 12:23:43","2017-01-14 12:26:43",168,168,1,0.5,4,0,0,4.8,2
"187303","2017-01-06 18:56:17","2017-01-06 19:07:09",166,75,1,1.59,9,1,2.16,12.96,1
"481073","2017-01-15 00:28:55","2017-01-15 00:37:11",189,49,2,1.46,8,0.5,2.32,11.62,1
"1064949","2017-01-31 20:46:50","2017-01-31 21:02:52",255,17,1,2.52,12.5,0.5,1.5,15.3,1
"320544","2017-01-10 18:26:02","2017-01-10 18:29:15",223,223,1,0.82,4.5,1,0,6.3,1
"511104","2017-01-15 21:15:59","2017-01-15 21:38:32",129,56,1,3.56,17,0.5,0,18.3,2
"860297","2017-01-26 10:27:08","2017-01-26 10:31:47",42,152,1,0.56,5,0,1.45,7.25,1
"971381","2017-01-28 23:53:00","2017-01-29 00:01:41",129,129,1,1.51,8,0.5,0,9.3,2
"365554","2017-01-12 07:39:58","2017-01-12 08:07:58",97,233,1,6.78,24.5,0,5.06,32.31,1
"593946","2017-01-18 18:02:44","2017-01-18 19:01:15",244,92,1,15.59,52,1,11.87,71.21,1
"668042","2017-01-20 19:52:42","2017-01-20 19:59:42",256,112,1,1.56,7,1,2.2,11,1
"941947","2017-01-28 10:08:04","2017-01-28 10:19:13",74,24,1,2.16,9.5,0,0,10.3,2
"437426","2017-01-14 00:41:14","2017-01-14 00:45:41",7,179,1,0.63,5,0.5,1.26,7.56,1
"858671","2017-01-26 09:40:17","2017-01-26 09:48:13",25,33,1,0.85,6.5,0,0,7.3,2
"319371","2017-01-10 17:33:23","2017-01-10 17:39:04",25,33,1,0.8,5.5,1,0,7.3,2
"62033","2017-01-02 20:35:28","2017-01-02 20:47:03",74,243,1,4,14,0.5,0,15.3,2
"583932","2017-01-18 12:44:07","2017-01-18 13:04:06",152,220,1,6.69,22.5,0,0,23.3,2
"930852","2017-01-28 00:49:14","2017-01-28 01:24:09",256,24,2,9.58,31.5,0.5,6.56,39.36,1
"963035","2017-01-28 20:52:00","2017-01-28 20:57:07",25,106,1,1.3,6.5,0.5,1.56,9.36,1
"530772","2017-01-16 16:29:48","2017-01-16 16:35:28",260,226,1,1,6,0,1.35,8.15,1
"975248","2017-01-29 00:42:39","2017-01-29 00:48:31",145,112,1,1.5,7,0.5,0,8.3,2
"20474","2017-01-01 06:08:09","2017-01-01 06:22:36",226,142,5,3.95,15,0,0,15.8,2
"286686","2017-01-09 17:30:27","2017-01-09 17:41:20",244,220,1,3.88,13.5,1,1.7,19.54,1
"611548","2017-01-19 09:18:26","2017-01-19 09:35:27",196,226,2,4.92,18,0,3.76,22.56,1
"1069653","2017-01-31 23:32:08","2017-01-31 23:52:53",255,61,1,3.36,15,0.5,4.08,20.38,1
"621002","2017-01-19 15:28:31","2017-01-19 15:32:41",166,151,1,0.92,5.5,0,0.75,7.05,1
"195230","2017-01-06 21:35:52","2017-01-06 21:49:39",40,66,1,2.1,10.5,0.5,2.95,14.75,1
"439108","2017-01-14 00:02:28","2017-01-14 00:05:24",112,255,3,0.6,4.5,0.5,1.15,6.95,1
"820834","2017-01-25 02:43:59","2017-01-25 03:00:55",92,196,1,4.96,17,0.5,0,18.3,1
"421902","2017-01-13 18:55:29","2017-01-13 19:02:59",41,166,1,1.31,7,1,1.76,10.56,1
"649583","2017-01-20 10:17:17","2017-01-20 10:43:21",219,124,1,18.72,79,0,0.8,80.6,1
"652319","2017-01-20 12:26:58","2017-01-20 12:45:14",33,181,1,1.83,12.5,0,0,13.3,1
"755747","2017-01-23 07:07:26","2017-01-23 07:33:09",244,162,1,7.57,26,0,5,31.8,1
"989570","2017-01-29 12:48:19","2017-01-29 13:02:11",66,37,1,4.1,15,0,3.15,18.95,1
"526776","2017-01-16 14:16:57","2017-01-16 14:21:13",7,260,1,0.62,5,0,0,5.8,2
"63780","2017-01-02 22:12:28","2017-01-02 22:30:15",42,230,1,5.09,17.5,0.5,2,20.8,1
"530881","2017-01-16 16:10:22","2017-01-16 16:15:07",74,74,1,0.5,5,0,1.15,6.95,1
"363164","2017-01-12 00:02:42","2017-01-12 00:18:45",255,36,1,4.2,15,0.5,0,16.3,2
"174545","2017-01-06 12:34:53","2017-01-06 12:46:34",130,205,1,2.84,11.5,0,0,12.3,2
"988611","2017-01-29 12:00:38","2017-01-29 12:16:17",243,143,1,6.59,21,0,4.36,28.11,1
"136276","2017-01-05 09:46:19","2017-01-05 09:51:46",173,129,1,0.8,5.5,0,3.7,10,1
"132822","2017-01-05 08:05:48","2017-01-05 08:09:48",97,97,1,0.79,5,0,0,5.8,2
"942337","2017-01-28 10:01:43","2017-01-28 10:11:14",74,42,1,1.85,9,0,0,9.8,2
"708827","2017-01-21 19:31:23","2017-01-21 19:44:29",181,61,1,1.79,10,0,2.16,12.96,1
"162964","2017-01-05 23:55:00","2017-01-06 00:17:12",82,216,1,6.53,25,0,0,25,2
"755939","2017-01-23 07:46:17","2017-01-23 08:11:15",244,43,1,6.6,21.5,0,0,22.3,2
"932462","2017-01-28 01:11:05","2017-01-28 01:26:32",52,37,1,3.87,15,0.5,4.89,21.19,1
"180730","2017-01-06 16:18:57","2017-01-06 16:33:11",74,263,1,2.24,11.5,1,2.66,15.96,1
"1023998","2017-01-30 15:50:50","2017-01-30 15:57:16",33,66,1,0.81,6,0,1.36,8.16,1
"546309","2017-01-17 09:16:42","2017-01-17 09:33:53",166,262,2,2.73,13,0,2,15.8,1
"836624","2017-01-25 16:35:52","2017-01-25 16:40:58",223,7,1,0.52,5,1,1.36,8.16,1
"1014728","2017-01-30 09:54:17","2017-01-30 09:57:34",7,223,1,0.54,4.5,0,0,5.3,2
"788134","2017-01-24 04:40:09","2017-01-24 04:59:59",82,82,1,2.29,14.5,0.5,0,15.8,1
"728936","2017-01-22 06:01:50","2017-01-22 06:18:32",74,138,1,7.81,22.5,0,1,29.84,1
"274377","2017-01-09 09:13:55","2017-01-09 09:33:50",33,125,1,3.04,14.5,0,0,15.3,2
"67867","2017-01-03 06:31:57","2017-01-03 06:41:37",213,32,1,3.1,13,0,0,13,1
"1008965","2017-01-30 00:33:21","2017-01-30 00:39:51",92,73,1,1.55,7,0.5,0,8.3,2
"1054307","2017-01-31 15:39:37","2017-01-31 15:55:01",166,142,1,2.92,12.5,0,0,13.3,1
"599972","2017-01-18 20:01:51","2017-01-18 20:08:14",7,223,1,1.26,6.5,0.5,0,7.8,2
"473437","2017-01-14 21:00:46","2017-01-14 21:06:53",7,223,1,1.01,6,0.5,2,9.3,1
"137496","2017-01-05 10:38:17","2017-01-05 10:59:50",182,243,1,5.55,19,0,0,19.8,2
"681299","2017-01-21 01:39:45","2017-01-21 01:40:55",193,193,1,0,-3,-0.5,-1.29,-5.59,3
"185821","2017-01-06 18:26:29","2017-01-06 18:30:51",210,210,1,0.67,5,1,0,6.8,2
"716848","2017-01-21 23:41:45","2017-01-21 23:45:16",41,166,1,0.67,4.5,0.5,0,5.8,2
"817889","2017-01-24 22:12:29","2017-01-24 22:20:00",80,255,1,1.08,7,0.5,2.49,10.79,1
"491046","2017-01-15 09:07:57","2017-01-15 09:11:41",152,166,1,0.86,5,0,1.16,8.91,1
"288683","2017-01-09 17:02:52","2017-01-09 17:10:47",129,82,1,0.8,6.5,1,0,8.3,2
"171340","2017-01-06 10:11:41","2017-01-06 10:17:14",152,116,1,1.3,6.5,0,0.7,8,1
"469325","2017-01-14 19:32:16","2017-01-14 20:09:08",129,48,1,5.95,25.5,0,0,26.3,2
"409000","2017-01-13 13:00:52","2017-01-13 13:15:57",166,42,1,2.55,12,0,3.2,16,1
"153023","2017-01-05 18:14:19","2017-01-05 18:24:38",25,97,1,1.6,8.5,1,2.05,12.35,1
"241993","2017-01-08 10:16:23","2017-01-08 10:25:17",33,231,5,2.22,9.5,0,1.5,11.8,1
"908280","2017-01-27 16:13:22","2017-01-27 16:17:40",130,130,1,0,-4.5,-1,0,-6.3,3
"35469","2017-01-01 19:43:22","2017-01-01 19:47:23",223,223,1,1.1,5.5,0,1.85,8.15,1
"247871","2017-01-08 14:00:26","2017-01-08 14:03:57",74,75,1,1.04,5.5,0,1.89,8.19,1
"677167","2017-01-20 23:46:03","2017-01-21 00:01:33",112,7,1,3.34,14,0.5,3.06,18.36,1
"96634","2017-01-04 00:29:08","2017-01-04 00:35:02",260,226,1,1.24,6,0.5,0,7.3,2
"838626","2017-01-25 17:54:38","2017-01-25 18:03:03",247,168,1,1.38,7.5,1,0,9.3,2
"675711","2017-01-20 22:40:14","2017-01-20 22:58:23",75,167,2,4.17,16,0.5,0,17.3,2
"1041699","2017-01-31 07:46:17","2017-01-31 07:51:29",61,17,1,1.08,6,0,0,6.8,1
"814924","2017-01-24 20:18:44","2017-01-24 20:28:15",66,144,5,2.04,9.5,0.5,2.16,12.96,1
"44260","2017-01-02 06:32:47","2017-01-02 06:45:51",226,236,1,4.23,14.5,0,3.06,18.36,1
"233277","2017-01-07 23:39:37","2017-01-08 00:09:35",89,164,1,12.01,35,0.5,7.26,45.51,1
"56376","2017-01-02 17:40:45","2017-01-02 17:51:10",129,129,5,1.91,7.5,0,0,8.3,1
"653215","2017-01-20 13:01:49","2017-01-20 13:09:02",41,41,1,0.87,6.5,0,0,7.3,2
"502035","2017-01-15 16:39:53","2017-01-15 16:47:00",42,168,1,1,6.5,0,0,7.3,1
"418469","2017-01-13 17:35:56","2017-01-13 17:51:22",33,228,6,2.69,12,1,0,13.8,2
"378164","2017-01-12 15:36:09","2017-01-12 15:50:06",181,188,1,1.69,11,0,0,11.8,2
"206158","2017-01-07 02:14:45","2017-01-07 02:22:46",36,225,1,1.6,7.5,0.5,1.76,10.56,1
"666256","2017-01-20 18:06:21","2017-01-20 18:10:32",166,42,1,0.5,4.5,1,0,6.3,2
"116020","2017-01-04 17:25:38","2017-01-04 17:35:16",260,82,1,1.1,7.5,1,0,9.3,2
"796172","2017-01-24 11:14:36","2017-01-24 11:16:06",166,152,1,0.48,3.5,0,0,4.3,2
"626653","2017-01-19 18:35:27","2017-01-19 18:45:17",254,254,1,2.22,9.5,1,0,11.3,2
"545988","2017-01-17 08:13:58","2017-01-17 08:16:38",41,41,1,0.4,4,0,0,4.8,2
"224511","2017-01-07 17:44:28","2017-01-07 17:54:33",108,29,1,1.7,8,1,0,9.8,2
"741996","2017-01-22 16:14:26","2017-01-22 16:24:26",42,75,3,2.2,9,0,0,9.8,2
"791153","2017-01-24 08:02:16","2017-01-24 08:06:46",262,74,1,1,5.5,0,1.26,7.56,1
"999514","2017-01-29 18:47:40","2017-01-29 19:00:06",256,80,1,2.45,10.5,0,2,13.3,1
"663921","2017-01-20 18:06:42","2017-01-20 18:13:07",49,97,1,1.28,6.5,1,1,9.3,1
"320696","2017-01-10 18:14:53","2017-01-10 18:23:39",33,97,1,0.99,7.5,1,0,9.3,2
"90898","2017-01-03 19:57:59","2017-01-03 20:01:17",112,255,1,0.7,4.5,1,1.58,7.88,1
"415390","2017-01-13 16:54:20","2017-01-13 17:21:02",106,231,1,5.12,19.5,1,4,25.3,1
"458263","2017-01-14 15:41:11","2017-01-14 16:05:31",255,33,1,4.3,17.5,0,3.66,23.91,1
"58975","2017-01-02 18:16:21","2017-01-02 18:19:39",166,152,1,0.8,5,0,0,5.8,2
"863737","2017-01-26 12:43:11","2017-01-26 12:47:50",41,151,1,0.65,4.5,0,0,5.3,2
"1032123","2017-01-30 19:21:10","2017-01-30 19:24:36",223,223,1,0.76,4.5,1,1.26,7.56,1
"91314","2017-01-03 19:25:24","2017-01-03 19:36:25",66,97,1,1.8,9.5,1,1,12.3,1
"467919","2017-01-14 19:57:05","2017-01-14 20:01:00",7,7,1,0.45,4.5,0,0,5.3,2
"281363","2017-01-09 14:00:31","2017-01-09 15:05:52",82,1,1,33.21,144.5,0,32.27,193.61,1
"882577","2017-01-26 21:32:01","2017-01-26 21:41:03",260,7,1,1.68,8.5,0.5,0,9.8,2
"432040","2017-01-13 22:32:37","2017-01-13 22:52:38",97,226,1,6.98,22.5,0.5,0,23.8,2
"540271","2017-01-16 23:54:01","2017-01-16 23:57:19",255,112,1,0.97,5,0.5,1.26,7.56,1
"101509","2017-01-04 08:16:59","2017-01-04 08:23:50",145,112,1,1.4,7.5,0,1.65,9.95,1
"248598","2017-01-08 14:31:48","2017-01-08 14:40:24",116,42,1,1.16,7.5,0,0,8.3,2
"879599","2017-01-26 20:01:55","2017-01-26 20:08:44",145,112,1,2.06,8.5,0.5,1.96,11.76,1
"485599","2017-01-15 02:14:54","2017-01-15 02:28:26",223,252,2,7.2,21.5,0.5,0,22.8,2
"923496","2017-01-27 22:21:05","2017-01-27 22:36:47",52,89,1,4.62,16,0.5,0,17.3,2
"419967","2017-01-13 18:14:42","2017-01-13 18:22:49",145,226,1,1.31,7,1,2.2,11,1
"553714","2017-01-17 13:47:35","2017-01-17 13:56:42",75,41,1,1.7,8,0,0,8.8,2
"1028376","2017-01-30 18:53:36","2017-01-30 19:01:11",166,42,1,1.37,7,1,1.76,10.56,1
"417268","2017-01-13 17:41:02","2017-01-13 18:01:30",196,56,1,0.77,12.5,1,0,14.3,2
"728974","2017-01-22 06:46:47","2017-01-22 07:08:38",129,43,2,7.95,25,0,5.16,30.96,1
"563726","2017-01-17 18:11:47","2017-01-17 18:21:10",65,66,1,1.27,7.5,1,2.32,13.57,1
"516618","2017-01-16 00:40:38","2017-01-16 00:44:28",7,7,5,0.74,5,0.5,1.89,8.19,1
"360901","2017-01-11 23:37:00","2017-01-11 23:46:51",168,126,2,3.85,12,0,0,12,1
"971688","2017-01-28 23:24:06","2017-01-28 23:31:52",129,82,1,1.2,7.5,0.5,0,8.8,2
"277792","2017-01-09 11:54:07","2017-01-09 12:31:37",145,239,6,5.15,26,0,0,26.8,2
"896477","2017-01-27 09:23:23","2017-01-27 09:27:16",223,129,1,1.3,6.5,0,1,8.3,1
"241773","2017-01-08 09:09:34","2017-01-08 09:34:19",62,39,1,4.4,18.5,0,0,19.3,2
"364937","2017-01-12 06:57:37","2017-01-12 06:57:40",212,212,4,0,2.5,0,0,3.3,2
"1025435","2017-01-30 16:29:16","2017-01-30 16:33:19",43,43,1,0.75,5,0,0,5.8,2
"690656","2017-01-21 10:54:52","2017-01-21 10:57:57",25,25,3,0.36,4,0,0,4.8,1
"864438","2017-01-26 13:55:34","2017-01-26 14:00:37",42,41,1,1.03,6,0,0,6.8,2
"981092","2017-01-29 03:09:32","2017-01-29 03:17:17",95,135,1,2.21,8.5,0.5,0,9.8,2
"778270","2017-01-23 19:03:20","2017-01-23 19:12:16",82,173,5,3.47,11.5,1,0,13.3,2
"757990","2017-01-23 08:15:46","2017-01-23 08:32:26",66,113,1,3.39,14,0,2.96,19.71,1
"103789","2017-01-04 10:34:26","2017-01-04 10:41:54",112,145,2,1.18,7.5,0,0,8.3,2
"623396","2017-01-19 16:25:16","2017-01-19 16:35:44",42,41,1,1.66,9,1,0,10.8,1
"854659","2017-01-26 06:34:28","2017-01-27 05:44:28",7,146,1,1.09,9.5,0,0,10.3,2
"500290","2017-01-15 15:08:52","2017-01-15 15:11:06",228,181,1,0.4,4,0,0,4.8,2
"301566","2017-01-10 06:06:44","2017-01-10 06:25:12",7,48,5,4.54,16.5,0,1,18.3,1
"787205","2017-01-24 00:20:24","2017-01-24 00:26:18",24,41,1,1,6,0.5,0,7.3,2
"581901","2017-01-18 10:07:15","2017-01-18 10:27:35",244,143,1,5.9,20.5,0,1,22.3,1
"510988","2017-01-15 21:21:13","2017-01-15 21:31:47",82,129,1,1.73,8.5,0.5,0,9.8,2
"1022406","2017-01-30 14:10:29","2017-01-30 15:12:16",41,45,1,10.15,42.5,0,0,43.3,2
"454214","2017-01-14 13:00:51","2017-01-14 13:07:00",244,243,1,0.9,6,0,0,6.8,2
"783860","2017-01-23 21:35:17","2017-01-23 21:57:31",255,181,1,5.71,20.5,0.5,0,21.8,2
"872296","2017-01-26 17:37:30","2017-01-26 17:49:21",75,262,1,1.78,9.5,1,2.26,13.56,1
"516972","2017-01-16 01:10:55","2017-01-16 01:15:19",129,129,1,1.09,5.5,0.5,0,6.8,2
"68154","2017-01-03 07:26:27","2017-01-03 07:33:44",94,136,1,0.96,6.5,0,0,7.3,2
"207679","2017-01-07 03:01:27","2017-01-07 03:22:07",255,236,1,6.65,21,0.5,4.46,26.76,1
"989927","2017-01-29 13:32:43","2017-01-29 13:35:38",166,166,1,0.61,4.5,0,1.06,6.36,1
"125329","2017-01-04 21:36:12","2017-01-04 21:48:10",181,65,1,2.2,10,0.5,1,12.3,1
"193978","2017-01-06 21:00:54","2017-01-06 21:10:47",196,173,5,1.35,8,0.5,0,9.3,2
"422171","2017-01-13 18:38:57","2017-01-13 18:52:01",17,188,1,1.7,10,1,0,11.8,2
"232594","2017-01-07 23:32:54","2017-01-08 23:17:34",74,168,1,1.22,5.5,0.5,0,6.8,2
"467347","2017-01-14 18:14:33","2017-01-14 18:34:29",41,265,1,5.3,18,0,0,31.3,2
"23413","2017-01-01 10:55:22","2017-01-01 11:00:47",7,226,1,0.97,6,0,0,6.8,2
"284974","2017-01-09 16:20:21","2017-01-09 16:39:18",130,98,1,3,14,1,0,15.8,2
"578389","2017-01-18 08:57:36","2017-01-18 09:23:12",75,138,2,8.51,28,0,6.87,41.21,1
"295703","2017-01-09 21:33:47","2017-01-09 21:43:53",82,7,5,1.48,8.5,0.5,0,9.8,2
"556131","2017-01-17 15:49:19","2017-01-17 16:01:10",244,116,1,1.9,10,0,0,10.8,1
"816033","2017-01-24 21:56:29","2017-01-24 22:03:42",129,129,1,0.77,6.5,0.5,1.56,9.36,1
"7778","2017-01-01 01:33:06","2017-01-01 01:40:40",95,96,1,2.1,8.5,0.5,2.45,12.25,1
"592413","2017-01-18 17:46:32","2017-01-18 17:58:51",95,95,1,1.01,9,1,0,10.8,2
"859756","2017-01-26 09:57:03","2017-01-26 10:09:01",92,223,1,4.6,15,0,0,15.8,2
"984704","2017-01-29 07:44:05","2017-01-29 07:55:21",244,143,1,5.82,17.5,0,2,20.3,1
"336706","2017-01-11 09:52:25","2017-01-11 10:09:39",75,237,1,2.28,12.5,0,3.32,16.62,1
"451837","2017-01-14 11:57:39","2017-01-14 12:04:01",75,263,1,1.5,7,0,1.55,9.35,1
"788392","2017-01-24 05:57:45","2017-01-24 06:23:06",61,164,1,8.02,25.5,0.5,5.36,34.11,1
"888990","2017-01-27 01:26:09","2017-01-27 01:33:40",255,80,6,1.24,7,0.5,0,8.3,1
"525281","2017-01-16 12:31:05","2017-01-16 12:41:29",25,181,1,1.7,8.5,0,2.79,12.09,1
"301656","2017-01-10 06:59:58","2017-01-10 07:08:17",173,260,1,1.79,8,0,0,8.8,2
"590042","2017-01-18 16:47:07","2017-01-18 16:52:07",52,54,1,0.84,5,1,0,6.8,1
"201899","2017-01-07 00:13:57","2017-01-07 00:18:12",41,42,1,1.21,6,0.5,0,7.3,2
"158132","2017-01-05 21:06:52","2017-01-05 21:11:24",181,228,1,0.92,5.5,0.5,1.36,8.16,1
"625128","2017-01-19 17:40:50","2017-01-19 17:51:50",189,181,1,1.29,9,1,1.08,13.83,1
"602593","2017-01-18 22:20:03","2017-01-18 22:26:06",74,42,1,1.49,7,0.5,0,8.3,2
"313711","2017-01-10 14:15:56","2017-01-10 14:42:05",42,42,1,4,18.5,1,0,20.3,1
"469742","2017-01-14 19:25:28","2017-01-14 19:31:41",223,223,1,1.3,6.5,1,0,8.3,2
"609040","2017-01-19 07:53:39","2017-01-19 08:06:55",65,37,1,3.69,14,0,0,14.8,2
"991958","2017-01-29 14:48:23","2017-01-29 14:59:38",75,262,1,1.4,9,0,0,9.8,2
"593488","2017-01-18 17:31:40","2017-01-18 17:44:15",97,189,1,1.2,9.5,1,0,11.3,2
"543137","2017-01-17 07:31:55","2017-01-17 07:49:53",243,166,1,3.77,15,0,0,15.8,2
"758056","2017-01-23 08:32:00","2017-01-23 09:15:11",179,170,1,4.93,27.5,0,2.88,31.18,1
"343904","2017-01-11 14:02:20","2017-01-11 14:06:08",7,7,6,0.37,4,0,0,4.8,2
"935228","2017-01-28 02:29:25","2017-01-28 03:03:08",255,125,2,7.9,28.5,0.5,3,32.8,1
"622921","2017-01-19 16:53:52","2017-01-19 17:02:24",54,66,1,1.72,8,1,0.98,12.73,1
"746700","2017-01-22 19:30:59","2017-01-22 19:41:37",260,226,2,1.62,9,0,1.96,11.76,1
"617682","2017-01-19 13:28:59","2017-01-19 13:43:13",7,82,2,2.55,11.5,0,0,12.3,2
"113016","2017-01-04 16:29:05","2017-01-04 16:57:17",95,260,1,4.51,21.5,1,0,23.3,2
"506590","2017-01-15 19:38:33","2017-01-15 19:42:58",41,74,1,0.87,5.5,0,1.58,7.88,1
"163736","2017-01-06 00:38:34","2017-01-06 00:43:06",7,7,1,0.95,5.5,0.5,0,6.8,2
"604828","2017-01-18 23:13:11","2017-01-18 23:25:40",129,95,1,3.13,12,0.5,0,13.3,2
"271541","2017-01-09 08:33:25","2017-01-09 09:12:20",61,45,1,5.68,26.5,0,0,27.3,2
"513721","2017-01-15 22:59:40","2017-01-15 23:21:15",7,79,1,8.2,26.5,0.5,2,29.8,1
"317173","2017-01-10 16:36:01","2017-01-10 16:40:10",7,7,2,0.7,5,1,0,6.8,2
"362918","2017-01-12 00:21:58","2017-01-12 00:38:48",80,137,1,4.32,16.5,0.5,3.56,21.36,1
"547926","2017-01-17 10:23:47","2017-01-17 10:37:07",74,152,1,1.6,10,0,0,10.8,2
"691515","2017-01-21 10:20:08","2017-01-21 10:20:38",208,208,1,0,45,0,9,54,1
"94672","2017-01-03 22:20:28","2017-01-03 22:27:23",7,226,2,1.19,7,0.5,0,8.3,2
"21691","2017-01-01 07:35:55","2017-01-01 07:53:35",17,112,1,4.3,15.5,0,0,16.3,2
"553565","2017-01-17 13:32:48","2017-01-17 13:48:15",97,61,1,2.8,12.5,0,0,13.3,2
"730430","2017-01-22 09:28:38","2017-01-22 09:42:31",42,4,1,8.08,23.5,0,4.86,29.16,1
"128976","2017-01-05 00:50:18","2017-01-05 00:54:28",168,74,1,0.92,5.5,0.5,0,6.8,1
"696450","2017-01-21 14:40:39","2017-01-21 14:55:11",82,157,3,2.2,11.5,0,0,12.3,2
"422677","2017-01-13 19:00:48","2017-01-13 19:15:49",223,7,5,1.86,11,1,0,12.8,2
"596570","2017-01-18 19:53:12","2017-01-18 20:03:25",196,82,2,1.45,8.5,1,0,10.3,2
"91125","2017-01-03 19:57:01","2017-01-03 20:02:58",181,106,1,1.1,6,0.5,1.45,8.75,1
"428663","2017-01-13 20:06:57","2017-01-13 20:15:39",181,228,1,2,8.5,0,2.75,12.05,1
"1036923","2017-01-30 22:00:43","2017-01-30 22:10:12",82,57,1,3.35,12,0.5,0,13.3,1
"787068","2017-01-24 00:40:26","2017-01-24 00:57:45",255,37,5,3.11,13.5,0.5,2.96,17.76,1
"274057","2017-01-09 09:42:47","2017-01-09 09:48:15",7,7,1,0.84,5.5,0,0,6.3,2
"800011","2017-01-24 14:16:55","2017-01-24 14:29:34",116,24,1,1.99,10,0,0,10.8,2
"1007145","2017-01-29 22:25:40","2017-01-29 22:31:56",41,74,3,1.1,6.5,0.5,0,7.8,2
"951764","2017-01-28 15:46:46","2017-01-28 16:04:51",75,161,1,2.38,13,0,2.76,16.56,1
"28112","2017-01-01 14:05:20","2017-01-01 14:15:58",184,265,1,6.8,20,0,0,20.8,2
"1029315","2017-01-30 18:27:21","2017-01-30 18:35:53",189,106,1,1.45,8,1,1.96,11.76,1
"729693","2017-01-22 07:46:00","2017-01-22 07:59:57",223,145,1,2.9,12.5,0,3.3,16.6,1
"1013285","2017-01-30 08:39:04","2017-01-30 08:58:03",74,238,1,3.3,14,0,2.96,17.76,1
"478012","2017-01-14 23:07:44","2017-01-14 23:22:47",83,16,1,8.58,25,0.5,0,26.3,2
"7166","2017-01-01 01:46:53","2017-01-01 02:09:54",228,61,1,5.02,19.5,0.5,4.16,24.96,1
"481319","2017-01-15 00:56:02","2017-01-15 01:07:39",61,25,1,2.1,10,0.5,2.25,13.55,1
"919194","2017-01-27 20:49:52","2017-01-27 21:07:51",66,37,1,3.32,14.5,0.5,3.16,18.96,1
"371066","2017-01-12 10:18:19","2017-01-12 10:56:07",255,7,2,6.16,27,0,2,29.8,1
"977577","2017-01-29 01:37:26","2017-01-29 01:41:52",80,256,1,0.77,5,0.5,0,6.3,2
"748203","2017-01-22 20:12:26","2017-01-22 20:19:29",260,226,5,1.06,6.5,0.5,0.5,8.3,1
"761225","2017-01-23 10:27:22","2017-01-23 10:38:31",236,237,1,1.82,9.5,0,0,10.3,2
"222638","2017-01-07 16:43:32","2017-01-07 16:46:57",41,41,1,0.28,-3.5,0,0,-4.3,4
"983713","2017-01-29 05:48:47","2017-01-29 06:19:32",255,244,1,14.12,41.5,0.5,9.67,58.01,1
"962096","2017-01-28 19:26:28","2017-01-28 19:32:33",7,7,1,0.7,5.5,0,0,6.3,2
"147481","2017-01-05 16:56:28","2017-01-05 17:25:30",112,66,2,4.27,19.5,1,4.26,25.56,1
"331104","2017-01-11 01:46:35","2017-01-11 01:52:44",82,83,1,1.29,6.5,0.5,0,7.8,2
"252672","2017-01-08 16:14:16","2017-01-08 16:38:29",66,223,1,10.58,30.5,0,0,31.3,2
"419419","2017-01-13 18:09:11","2017-01-13 18:25:19",43,142,1,2.37,12.5,1,0,14.3,2
"712738","2017-01-21 21:13:54","2017-01-21 21:25:23",95,258,2,2.56,11,0.5,2.46,14.76,1
"360798","2017-01-11 23:31:03","2017-01-11 23:53:56",7,16,1,11.36,32,0.5,0,33.3,2
"1031329","2017-01-30 19:45:55","2017-01-30 19:52:21",130,215,1,1.25,6.5,1,0,8.3,2
"264944","2017-01-08 22:40:50","2017-01-08 22:56:56",69,241,1,6.34,16,0,0,16,2
"73444","2017-01-03 10:33:28","2017-01-03 10:37:12",42,42,1,0.55,4.5,0,0,5.3,2
"520342","2017-01-16 07:32:34","2017-01-16 07:44:17",74,140,1,3.86,14,0,2.96,17.76,1
"128692","2017-01-05 00:15:44","2017-01-05 00:30:06",195,106,1,1.62,11,0.5,2.46,16.71,1
"528944","2017-01-16 15:16:35","2017-01-16 15:22:22",25,49,1,0.99,6,0,1.7,8.5,1
"139401","2017-01-05 11:13:45","2017-01-05 11:24:12",42,152,1,1.5,8.5,0,0,9.3,1
